sequence,label
最近想要换机，荣耀有什么推荐的吗？近来想要换机，荣耀有什么推荐的吗？,2
推荐个27寸曲面三星（SAMSUNG）C27F390FH 和C27F591FD哪个好点,0
哪里有研讨数码相机、照相器材技术性能及指标对比的论坛请帮忙推荐一下请问各位朋友、各位小伙伴们，哪里有研讨数码相机、照相器材技术性能及指标对比的论坛请帮忙推荐一下，先谢谢各位！这里也没什么精品，就那么几张照片，分辨率不高，构图也看不出讲究，一帮人就会叫好，发一张 好！,1
"6D标变镜头，求推荐原来用的是50D+15-85+50 1.8,玩了两年后，后来全出了！ 上个月入了6D国行单机+爱死小小白国行 总共花了18800元（6D 10599+爱死小小白8199） 小小白的成像倒是不错，没什么好说的！ 后来纠结于50 1.8 、原厂的50 1.4",1
推荐入门相机适合日常生活的相机，预算1500左右，个人比较倾向卡片机，画质好点的，还能拍摄远距离就更好了，求推荐下，因为自己完全不懂,1
支付宝分享推荐红包 可提现扫一扫或者长按复制这句话，打开最新版支付宝就能领取！口令:1驰萌星忆宇骁泰曦欣领到可以去门店消费抵扣 没有时候间消费的可以找我提现,2
新入的q480s i5版，求推荐的120w的电源，感觉cpu温度有点高求推荐个120w的电源，cpu在90w电源下没睿频过，还有有必要120w吗,0
【求助】大家把华硕游戏本给推荐一下华硕玩游戏最好的本本是哪一款啊？谢谢 顺便给个报价,0
"前天刚入手D5100,请论坛里的高手推荐个遮光罩.遮光罩还是喜欢莲花形的,TAOBAO上也没搜到合适的,请大家帮参考一个另外,求晒大家的遮光罩",1
小白求推荐华硕X550怎么样，显卡好像很渣！不知道3500到4500买哪个型号好点，家用上网看电影居多，很少玩游戏，求大神推荐下,0
大学生求推荐一款不错的游戏本！喜欢玩steam里的游戏，接受价位6000-7500左右，未来几年没有换电脑的打算 求推荐一个性价比高的！,0
求推荐电脑组装配件求推荐4000左右的电脑组装配件，性价比越高越好！,0
电池不够用~想配一个电池~求助高手来推荐~！！由于只有一块原厂电池，每次拍了300多张就没电了~想去配一块电池！原厂的电池太贵！消费不起，想要副厂的，但不知道什么电池好用！价位在多少？如果使用手柄，里面能装2快电池，但是不知道一块原厂的和一块副厂的能,1
50D 和600EX-RT如何实现无线引闪，推荐方案本人刚上一个600EX-RT，但是发现50D不能离机闪。麻烦熟悉用灯的朋友推荐一下无线引闪方案。,1
各位摄友推荐一条国庆自驾游的线路？国庆长假，今年8天，想带家人，自驾旅游。希望各位，推荐线路，时间7天，能跑来回。我家郑州，省内不选，最好省外，人少最佳。谢谢各位,1
求推荐本人学生，不打游戏，平时影音娱乐之类的，要求流畅，专业要求CAD什么的。,0
求大神推荐笔记本，预算4000-5000如题，学生用，不常打游戏，急求！,0
2011.3.28拍天鹅，强烈推荐！器材:镜头:时间:2011-03-28快门:1/250光圈:F/14.0焦距:500毫米感光度:200 器材:镜头:时间:2011-03-28快门:1/250光圈:F/13.0焦距:500毫米感光度:200 器材:镜头:时间:2011-03-28快门:1/250光圈:F/13.0焦距:500毫米感光,1
舍友想买本，I3处理器，能玩玩游戏，请推荐！舍友想买本，I3处理器，能玩玩游戏，请推荐！,0
推荐一款5000-6000的本在联想和索尼里推荐个 能完美带起WOW就行,0
陈老师，您好，本人对相机不是很了解，现在想买一款，希望您能给推荐几款陈老师，您好，本人对相机不是很了解，现在想买一款，希望您能给推荐几款，主要参数如下：光学变焦在5倍左右，主要是用于平时旅游拍摄风景之类的，价格在0-1400之间的，麻烦您帮忙推荐几款画质好些的相机，谢谢,1
最近想换台台式机，大神有什么推荐的想换台式机，主要用于图片图像的处理，简单的数据处理，各位大神有没有好的推荐,0
想为D90配一张存储卡，感谢各位推荐一下，谢谢！想为D90配一张存储卡，感谢各位推荐一下，用哪一种比较好,1
组装台式机求推荐万能的问答，我想入手一个组装台式机，玩游戏和看视频为主，散热要好，预算一万之内，求推荐,0
帮忙推荐下千元至千五的卡片相机最近想买部相机，因为资金不多，所以打算买部卡片相机，主要是用来拍摄服装和日常家用的。大家有没有好的推荐下，目前看上的有佳能105和索尼的W350、T99；因为目前对数码方面不懂，所以麻烦专业的朋友推荐一部适合我,1
变美路上不可或缺的神器推荐 点滴变化全记录由于长期坐办公室，我发觉自己的形体仪态越来越不好，比如脖子前倾、肩膀不舒展、骨盆前倾，腰腿也都需要拉伸。终于对自己忍无可忍之后，我报了个瑜伽班，买了两套瑜伽服，一个瑜伽垫，还入了一台佳能M100，记录自己,1
帮忙推荐款三洋摄像机吧看了cg20 cg100 cg88这三款不知道该选那款！大侠们帮忙推荐下吧谢谢,1
想买单反，求推荐！~入门级菜鸟，想买一个单反，求大家推荐！~平时拍拍照，不求很专业。能不能详细一点，镜头什么的最后也推荐一下！~,1
第一次到成都推荐必尝的老地道小吃店！成都小吃种类连老成都人都数不过来，从各色小面到抄手、饺子，从腌卤到凉拌冷食，从锅煎蜜饯到糕点汤元，从蒸煮烘烤到油酥油炸，琳琅满目，各味俱全，种类不下200种。成都的大街小巷，到处都能看到小吃店。,1
看好大传感器，看好便宜的单电了，NX100、E-pl1哪个好，或其他推荐。看好大传感器，看好便宜的单电了，NX100、E-pl1哪个好，或其他推荐。求指教。,1
#寻找尼康镜头中最美模特# 【润景湾外拍】（版主推荐）恭请vicky老师多多指导，谢了！器材:NIKON D7000镜头:AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED时间:2015-06-07 15:22:17.30快门:1/100光圈:F/5.6焦距:105毫米感光度:160器材:NIKON D7000镜头:AF-S DX VR Zoom,1
打算买一个4000原价位的学生电脑能推荐个吗打算买一个4000原价位的学生电脑能推荐个吗,0
国家地理杂志推荐饶平拖网景01器材:佳能 5D Mark III(单机)[佳能数码相机]时间:2014-07-28 05:25:17.00快门:1/60光圈:F/2.8焦距:70毫米感光度:50002器材:佳能 5D Mark III(单机)[佳能数码相机]镜头:Canon EF 70-200mm f/2.8L IS时间:2014-07-28,1
本人游戏迷求大神推荐一款4000--5000的一体机或笔记本谢谢本人游戏迷求大神推荐一款4000--5000的一体机或笔记本谢谢 哎 自己看了半月了还没结论，球大神推荐啊,0
本人近日想入手本本，求大家给推荐推荐。本人不是很懂，谢谢了！本人主要是用来作图，散热一定要好的，还有就是显卡一定要好一点的，平时也不怎么玩大型网游就是上上网，玩玩QQ，看个电影什么的，价格10000以下，太贵我没有！呵呵 大家帮帮忙吧，比较急，小女子先谢谢了,0
我想买个游戏本，请帮忙推荐推荐大学狗一枚，我学的是视觉传达专业的，对电脑配置要求较高，主要是显卡 处理器。显卡至少960以上吧，又想买游戏本，预算在6000左右。,0
k470p i7d2 想换个150W的电源，求推荐。表示 k470p i7的额定功率有127W。。该死的原配才90W。。。各种性能无法发挥啊。。 想换个电源吧。。对电源又不是很懂。。求推荐。。 话说。。我只有十分,0
淘宝的卖家哪个靠谱？求推荐打算入手一台40，想买水货，看有些朋友买回来有的配件是被调换过了的 有哪位在淘宝买到正宗没被换过配件的水货的吗？麻烦说下店家名，不胜感激,1
哈尔滨的朋友们好，有没有地儿推荐给小弟去拍照或者可以结伴儿而行本人在哈市工作，平时也喜欢拍拍照。。。不知道现在下了两场雪后哪儿值得去拍照，求推荐呀。。 小弟现在用的是550D+18-55+24-105+50定。。。 可以和大家交流交流噢。。 喜欢拍照的加我噢~79536877,1
联想thinkpad e420中性价比相对高的是哪款？ 小白求推荐联想thinkpad e420中性价比相对高的是哪款？ 小白求推荐,0
A31 A85 A79kt R9Plus A31u_8G 死机 原厂 固件包 修复系统慢 精品推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用A31 A85 A79kt R9Plus A31u_8G 原厂官方系统刷机，A31 A85 A79kt R9Plus A31u_8G 解账户锁，A31 A85 A79kt R9Plus A31u_8G 定屏死机，A31 A85 A79kt R9P,2
已经确定买无敌兔的机身，镜头怎么选。请各位老师推荐下本人是大一的学生，学的是影视摄制专业，已经确定买无敌兔的机身，就是不知道选什么镜头，想先买一个先练习一下。请各位老师最好推荐个相机必备的镜头，想以后懂得多了在买别的镜头。谢谢帮忙了。,1
【推荐】+楚乔传，勇敢的楚乔题记： 咳咳咳！暑期也过了三分之一了，也进入了今年暑期最热化了，不信看看吧！ 今年三伏天一共40天，属于加长版，更加要注意！ 2017年三伏天（加长版） 初伏：7月12日到7月21日； 中伏：7月22日到8月10日； 末伏：,2
本人学生党，会打游戏lol，。求推荐一款4000以下的本子本人学生党，会打游戏lol，。求推荐一款4000以下的本子,0
推荐一款5000左右的笔记本，谢谢RT，希望各位能建议一下,0
想给 k580s 换个 屏幕 求推荐那个 tb 哪家店比较好 ？顺带 问下 换下 旧屏 可以折 多少价,0
文件夹下方的应用推荐怎么关如题！必须五个字,2
求大神推荐5000左右的本本平时主要用PS和Adobe premiere做做图片和视频剪辑，偶尔也会打打lol，,0
发几个烂片 大家指点下 顺便求推荐个广角镜头~~入个广角拍点大风景 呵呵~~主要考虑副厂的~~~马上要换机身了~~,1
求推荐性价比高的笔记本做开发，偶尔玩一点游戏，外观好看，价格在5000左右的 ！！！ 谢谢,0
推荐一款电脑包 华硕N53SN我电脑是华硕N53SN，个头太大，求推荐一款能装下它的双肩电脑包，价格100-300元的。。。。。。。。。。。。。。。。。谢谢。。。。。。。。。。。。。。。。。。,0
想给Y460换一个好看点的键盘，求推荐之前换了一个淘宝上30块的键盘，一下就坏了，有没有人换过其他不是原装但是能用的键盘。器材:索尼 W350[索尼数码相机]时间:2013-08-10 10:35:44快门:1/13光圈:F/2.7焦距:4毫米感光度:800器材:索尼 W350[索尼数码相机,0
求版主推荐个长焦镜头机身当然是A57，现有福利头1650.想配个长焦不知道如何选择。 预算5000以内，现在知道的有130APO 721F4 730G 腾龙A001 适马小黑五等选择。 用途主要是抓拍新闻和人像，风景有时也有。请各位推荐一下吧。,1
您好，我想买一台1000左右8寸的平板，您能给推荐一款吗您好，我想买一台1000左右8寸的平板，您能给推荐一款性价比且大众评价不错的吗，最好电池能耐用点的，谢谢了,0
KX版主并没推荐，学习研究研究贴最近一直被铁通统着，传图那个叫慢一直没成功也就很久没上坛子学习了，昨晚下个遨游浏览器，终于可以传图了，为了速度用光影批量压缩了一下最后一张太灰调了一下色人像不好意思传 新人先上图求点评1P.最近看了本书,1
6500左右的游戏本哪位大神能推荐一下配置高点，散热好点,0
"本人想要换镜头,哪位大虾推荐给我呢??各位大虾门,小弟想换镜头,以前用的是18-55套头..用着用着不能满足我要求... 本人喜欢旅游,喜欢风景片子,想买广角镜头... 第三鲜配什么广角镜头比较好呢?? 推荐一下,谢谢了~",1
谁推荐个好的充电线，我的充电慢的，,2
老师好。请推荐一款5000元左右。在录像时能同时照相不中断录像的相机。谢谢老师好。请推荐一款5000元左右。在录像时能同时照相不中断录像的相机。谢谢,1
