,sequence,label
2780,帮忙推荐一款与F200性能差不多的相机前几天因为家里失窃，我的小二被偷了，十分心痛啊。 我想再买一部性能差不多的机子，2000以内的，大家有什么好推荐吗。,1
2781,求推荐1500左右的卡片机zr200好，还是佳能IXUS 125 HS好？或者求大生另推荐,1
2782,单反推荐 7K—8K求单反推荐 预算7K—8K 主要意象有佳能60D 尼康D90 宾得K5 尼康D7000 主要用于户外摄影和人像（户外多点） 求推荐~预算7K—8K 顺便大家也帮忙推荐下镜头。,1
2783,本人大学学生、60D求推荐低档镜头 ~求助呀！我是大学新生、辛辛苦苦兼职赚了点钱 买了个二手 60D 平时就想出去旅游拍拍风景、以后不想再换镜头了、想买个新的或2手的镜头 2千以下~ 哎、经济基础决定上层建筑...在这个价位上求各位大神推荐！,1
2784,求推荐合适的镜头佳能70d机身配个什么微距镜头比较合适，主要拍摄比较小的静物，物体大概1元硬币大小 ，原产副产镜头都可以？或者经常拍微距的朋友推荐下,1
2785,想入手一长焦镜头，摄友们有何推荐？刚刚入手佳能60D套机，18-135的镜头，最近逛淘宝发现腾龙A17 AF 70-300mm F4-5.6 LD ，性价比不错，有用过这款长焦镜头都摄友不？ 镜头不带防抖影响大不？1000左右的长焦镜头，大家有其他推荐吗？,1
2786,谁推荐一下相机，拍BB的佳能 ： SX240尼康 ： s9200 P310 J1松下 ：GF3KGKLX5GK奥林巴斯： XZ-1sony : hx30给宝宝拍照的求推荐本人小白 什么都不懂如果您有好的推荐也行谢谢,1
2787,推荐用佳能的手绳LX系列的哪个挂绳真觉得不好用。上网搜索发现佳能相机的手绳真不错，推荐大家购入。,1
2788,请大家帮我推荐一款K5的外闪灯，各位，我在北京出差，今天准备去中关村一趟，想给我的K5配置个外闪灯，请大家帮我推荐一下，哪一款比较好！？？？谢谢了，,1
2789,新人主要拍美食+玩偶 套头选哪个比较好？还想再淘一个定焦 跪求推荐！从年末就准备买相机，但是一直在N5100C550和P家K-R之间左右徘徊……我周围好友都是C家的机子，但是我用过的第一台机子是N家的，所以对N家也很有感情。然后在网上看各种测评，了解到P家，觉得真性价比很高。于是我去,1
2790,小白发帖求救，看了zol的s4530和sl305.感觉差不多啊。求推荐纠结买哪款相机很久了。一直纠结与这两款，从参数上看差不多，基本都是一致，没办法确定买下那一款。求各位大神能给我一些建议，以及两款的一些差距。跪求。。。,1
2791,想买单反大家推荐一个1我想要个性价比比较高的 ，我还是学生 之前没有单反 2 想买台nikon的 佳能也可以考虑吧 就是想要性价比高的3 单反和微单那个性价比高4我想知道日本买和在中国买 有什么区别 ？保修？系统直接改中文还是要去刷成中文,1
2792,本人小白，对摄影要求不高，想入手单电，大家给推荐一下本人小白，对摄影要求不高，想入手一台便宜一点的单电（2K至3K之间），本人现在纠结于尼康J110-30mm和索尼NEX-3N16-50mm，大家觉得这两台机器相对来说哪个好点儿？或者大家有什么更好的推荐？,1
2793,我想买个D7000 有二手想出的 价格合适可以，没有就请推荐南京的靠谱店铺我想入手一个D7000，本人新手，什么不懂 就想买了给宝宝照相，谁有闲置的，或淘汰的，主要是想价格合适，不然就只能入新机了,1
2794,各位朋友请推荐一下...佳能.60D-尼康D700...镜头最好是配套18-200左右的！今天星期天有空，去数码城看了看，整得我眼花缭乱的，最后觉得佳能60D配佳能18-200的镜头，价格我勉强能接受。不过店销员跟我讲尼康D700再配个18-135的头不错，结果我就三心二意了。于是我就决定来听听好朋友们的建,1
2795,找到一款16-50 16广角端无暗角的遮光罩了 很推荐试了无暗角，金属的，相对于可恨的暗角，这个价位OK，很推荐。试拍图,1
2796,求推荐广角镜头，非常感谢。用D3000好几年了，属于菜鸟级的，现想入手一款广角镜头。主要在室内拍些静物，窗帘桌布餐具什么的，麻烦给推荐一款广角的镜头。一般价位就行的，2K到4K范围左右的我能接受。。太感谢大家了。,1
2797,选择，请帮忙推荐下d3200想弄个定焦，是50-1.8d，50-1.8g，还是35--1.8g，想听听各位大侠的意见，谢谢,1
2798,大师推荐一款变焦头机身D90，已经有35-1.8G定焦头，想入手一支经济实惠变焦头，主要用途扫街随拍，定焦头不方便，谢谢,1
2799,请大家推荐一个禄来50 F1.8转NEX的转接环？？？？请大家推荐一个禄来50 F1.8转NEX的转接环？？？？ 哪个买过的感觉不错的发个链接啊，淘宝上太多了，价格也不等 ，搞不太清楚，谢谢了~~,1
2800,求各位大仙推荐一款容易做到虚化的镜头 求购二手前些天买了一个5R，我是个新手菜鸟基本上完全不懂，一直在摸索。但是我发现16.50的套头拍摄虚化照片不给力，用自动模式家手动对焦拍小物件虚化还是比较明显 。。求各位大仙推荐一款拍人拍物容易做到虚化的镜头。。性,1
2801,三脚架求推荐目前D800+2470，准备购入三角架，将来肯定要入70200小竹炮，三脚架承重10kg以上（使用70200不应有问题，使用比小竹炮更重的头的可能性不大）目前倾向：富图宝MGA-684N++FPH-62Q 主要参数： 节数：4 最低高度：25cm,1
2802,D7100镜头推荐已有18-105套机头，自己又去买了个适马50 1.4精调头'现在感觉没有广角和望远头'求大大们推荐,1
2803,想入手contax G镜头，不知道各位有什么推荐吗？入手nex6后，除了标头16~50mm镜头外还有35mm F1.8镜头，看了挺多论坛都在讨论nex转接contax G头，不知道各位高手有什么推荐吗？除了我已经有的镜头外，还有焦段是比较推荐的。听说有牛人除了nex的contax自动对焦转接,1
2804,几款卡片机 求高人推荐索尼TX20 索尼TX66 索尼TX100 索尼T110 三星mv900这几款相机中选一款 麻烦给推荐下。,1
2805,nex-5r套头16-50摔坏了，在泰国。想在泰国买一个镜头先用着，求推荐啊亲~主要就是记录用的，不创作。。话说这个16-50或者18-55的套头可以在sony专卖店单买吗？佳能或者尼康的镜头也可以推荐，要上什么环吗？先谢谢了！~,1
2806,国庆去吴哥，推荐带啥镜头呢？国庆去吴哥，第一是看看走走玩玩儿，第二是休闲，第三才是摄影。个人比较懒，估计不会搬个三脚架去等日出，也不想背得太累。带个什么头好呢？话说其实我觉得很多场景1855就够了。,1
2807,想给奶昔五配一枚定焦镜头，请各位前辈多推荐想配一枚定焦的，不知道是35的好还是50的好？ 主要用于拍摄一些静物，室内，美食，微距等。 请各位前辈多多指教。,1
2808,求推荐一个可转接在奶昔的16MM定焦广角镜头，要求锐度高，光圈小点也可以9月份想去西藏，为了拍大场景的风景片，需一个可转接在奶昔的16MM定焦广角镜头，要求锐度高，光圈小点也可以，求推荐。,1
2809,南靖土楼（游客少、此次双节景区准备最充分的5A级景点，隆重推荐）主要是分享，大家看内容就好，不要喷我的技术了，哈哈，谢了。 2012年国庆出游，本来还担心高速及景区游客爆满的问题，结果非常愉快，景区准备充分，非常满意。想想鼓浪屿、华山、庐山等等，我们这次的选择还是正确,1
2810,你好 我想购买一款入门级的单反 网上看了很多 知道佳能和尼康 都是不错 但是也不是很懂 希望能帮我推荐几款你好 我想购买一款入门级的单反 网上看了很多 知道佳能和尼康 都是不错 但是也不是很懂 希望能帮我推荐几款 预算价格在5000元左右 谢谢,1
2811,想买个长焦镜头，便宜实用的，大家给推荐一下。佳能 EF75-300mm f/4-5.6 iii镜台怎么样，想买个便宜的长焦镜头，大家给推荐一下。,1
2812,充电器坏了，好友们推荐一下哪个牌子的充电器好些吧。SX40充电器坏了，好友们推荐一下哪个牌子的充电器好些吧。要是有推荐网址就好了。,1
2813,700D 送的金士顿普通8g，相机反应速度比较慢，大家帮忙推荐下，该配什么样的卡700D 送的金士顿普通8g，相机反应速度比较慢，大家帮忙推荐下，该配什么样的卡？顺便问一下高手，拍照时会显示BUSY 是什么原因。,1
2814,本人小白，想买一款入门级相机，求推荐因为是学生党，所以只能是1500之内的，我选了几款，尼康P310，索尼hx 50，富士S6850，索尼H200，求高手推荐，还有就是光学变焦二十几的是不是拍远景可以拉近就像在眼前一样？,1
2815,各位都用的什么三脚架，有推荐一个和NEX-7很搭配的架子。朋友说你得至少买个RMB1500的才不后悔（当初我本来买NEX-5的，NEX-6还没出，被损友怂恿买了NEX-7）感觉似乎贵了点，这次不能信他了。。。预算就700到1000吧，反正要和NEX-7较搭配的。问之前论坛我已经搜索了一下，有,1
2816,求镜头推荐很久没有来论坛，发现论坛还在，特激动，一直以为相机已老，会没有人继续这个论坛。没想到大家都还在论坛里活跃，热泪盈眶啊！另主大家中秋、秋分、国庆快乐！↖(^ω^)↗虽然拍摄技术一直没有进步，都是傻瓜模式在拍,1
2817,再向大家推荐个宝贝：100多元的LED摄像灯，歌厅摄像无忧！使用体会：4米内摄像效果不错，4节爱老婆2000ma充电池可连续用2小时，经济实用 还可以用来拍照补光 这是我黑灯瞎火用这个灯补光拍的花，原图： 器材:佳能 SX40[佳能数码相机]镜头:Unknown 4-150mm时间:2012-04-22 18,1
2818,显微摄影获奖作品(转载，推荐)一组显微摄影获奖作品，值得一读。 http://tech.sina.com.cn/d/2012nikomicro/,1
2819,想入手DT50 F18头 但是看论坛大家都800+入手我怎么没找到这样的卖家呢求推荐RT 我是新手就想入个便宜定焦，但是对2手又无法把握。看论坛很多帖子都800左右入手的该定焦，特求助各位大虾。求链接求推荐,1
2820,想买个55-300镜头，各位摄友有店铺推荐吗本人手中一台D5100+18-55小套头，拍点东西稍微远点就不给力，现如今荷花开了，离岸边稍微远点就拍不到特写，那个无奈啊~~~ 故想入手个55-300镜头，各位有好的店铺推荐吗？或者曾经购买过的，求推荐，拜谢~~~,1
2821,菜鸟报到今天刚到手的310 欢迎老鸟指点 推荐一个310的相机包昨天在京东下单，今天刚刚到手， 请各位给推荐个包包，，，，，，，京东送的包包坑爹不能用,1
2822,新手想入一款适合在摄灯光鹏内拍摄鞋类商品的单反，烦请各位专业人士推荐下！首先谢谢各位浏览本帖，本人新手，最近在了解单反相机，相机知识博大，岂能几天就能深知了解，烦请各位专业人士帮忙参考和推荐下，以免误购浪费银子。我是开网店用的，卖鞋子，主要是在灯光鹏内拍摄鞋类，之前买的是,1
2823,想入手一款拍风景的卡片机，求推荐如题，想要入手一款卡片机，长焦，主要是拍风景动物和微距植物什么的，出去玩的时候带着，因为大多时候一个人出去，所以人像什么的对我来说真心用不着，跟网上看了很多消息，觉得佳能SX240和索尼HX30可以作为最终目,1
2824,想买一款效果好的卡片机，请各位推荐下。本人平时很喜欢拍摄一些花花草草，因为懒人一个，所以我想买一款卡片机，每天放在包包里，上下班途中随时可以拿出来拍，但又希望拍出来的画质清晰，效果专业。之前我也想过买微单，但考虑它们毕竟有长焦镜头，还是不,1
